format,name,link,archetype,wr,date
standard_bo1,TheBigMammoo,https://mtga.untapped.gg/profile/0331657c-90b5-480e-b265-984e17692aad/AVCXZY4VHZEHTLOYNSPPFFDGQ4/deck/3c7e9b52-6295-4022-b278-790292c20764?timeFrame=current_season,Dimir Other,64.6%,June 10
standard_bo1,Peso,https://mtga.untapped.gg/profile/6ea756f8-b35d-4979-907c-4843eced3321/KOCGABN4QJBKVNWRNSJNY7Z64I/deck/a8e31fe6-4721-484e-a69f-d89d9045e7a0?timeFrame=current_season,Boros Other,65.6%,June 10
standard_bo1,ManaForked,https://mtga.untapped.gg/profile/2522019e-61f0-4672-9dda-288b46abfc94/20A19F01CAC73D91/deck/2dbfbff1-5b57-4dce-9ac8-0dfe5de0573a?timeFrame=current_season,Azorius Control,62.3%,June 10
standard_bo3,Salo,https://mtga.untapped.gg/profile/71a5d383-64c2-4931-abb2-aff672649904/NQYBXCEUMRAPFAW7O4ID5SEKCU/deck/68b87169-a708-4ec2-b0d8-a9a3195c4f21?timeFrame=current_season,Gruul Aggro,52.2%,June 10
standard_bo3,Asura,https://mtga.untapped.gg/profile/42552292-2752-41e3-98c5-38e3ed064ab4/FE5WZWBJ3VFBDGP2NK5DLEVCUE/deck/db363e76-9687-4c58-b42f-bfb719b447a1?timeFrame=current_season,Dimir Midrange,65.8%,June 10
standard_bo3,nikuball,https://mtga.untapped.gg/profile/b9239f73-b749-475c-acca-0e4ee7766e31/ALFWNRTIPFBGXGCCPR5WMA3ZWM/deck/5e960d89-de20-4528-8536-3d94d310bb7b?timeFrame=current_season,Rakdos Midrange,60.0%,June 10
explorer_bo3,Glucke,https://mtga.untapped.gg/profile/7da50360-c5a1-48e7-8aa2-c8c7004746cd/U3XZGKVEA5DR5IH5QM26LF6LAQ/deck/50662e24-08df-426a-a504-9c1bf6d5e892?timeFrame=current_season,Azorius Control,53.7%,June 10
historic_bo1,Jamay de Marco,https://mtga.untapped.gg/profile/b7d366e5-3a72-4a00-9fc4-15838c003de4/4N7GFHBXRVAD3DRJAYQ6KTBABU/deck/a02101ff-3231-4aa9-bf0c-5411fee508c4?timeFrame=current_season,Jeskai Other,63.2%,June 10
standard_bo1,Ericelmago,https://mtga.untapped.gg/profile/f8dc770a-ffe3-4cbb-bf31-143c503dff31/EJI7X7PHONCI7DUKIXAPJBUWZA/deck/b99dd218-c092-4a92-ad6e-14488da7de26?timeFrame=current_season,Mono-Red Prowess,64.2%,June 10
standard_bo3,phatsprinkles,https://mtga.untapped.gg/profile/d9625f45-fd21-4af3-aee2-57a79d71e5be/L7VWZVW6KZCVDF6KOGSZV6UOBI/deck/ef47b922-b19b-422e-9a46-488f4ec16c2b?timeFrame=current_season,Orzhov Other,51.6%,June 10
standard_bo1,lookalike,https://mtga.untapped.gg/profile/d005f00f-a1d2-44ae-aef0-31822f9a8c78/YMTNC5245BAOBFY6FUP67AUJAI/deck/a510a5e4-63ad-4b03-ac97-d854da8ea0a7?timeFrame=current_season,Selesnya Enchantments,56.6%,June 11
standard_bo1,Jeickson,https://mtga.untapped.gg/profile/184f9227-de46-4cf6-89c2-343c72601eb8/ITMZBAKBDZDOJFILCRFN22EXOU/deck/973914e6-dfa6-4b8d-8602-8156e3d93681?timeFrame=current_season,Orzhov Other,,June 11
standard_bo1,AwesomeTed,https://mtga.untapped.gg/profile/68ead234-94a4-4eb3-8e1f-480bed38274f/58866268B66D4705/deck/3bfb3edb-6613-4801-a8ec-0b18597a797d?timeFrame=current_season,Mono-Black Aggro,50.7%,June 11
standard_bo1,Boss K,https://mtga.untapped.gg/profile/cd4badba-70b6-40fd-89e9-9ec8ac4d3cd6/OUHZNY2SJZBH3PKZCSUJTBFB3E/deck/3fa2230f-9bd6-4817-961d-a533e8935993?timeFrame=current_season,Rakdos Other,58.8%,June 11
standard_bo3,Okrim,https://mtga.untapped.gg/profile/75143660-0672-42cc-8fef-6d345f9f1ec3/5TYCZUHGZ5GP7IU6YEVPJNRHMQ/deck/034a7772-d545-4f36-a371-ccea1c76c2ae?timeFrame=current_season,Jund Other,64.5%,June 11
standard_bo3,Netpune,https://mtga.untapped.gg/profile/bcd6d5a6-16ef-4765-a1c0-487d76e2f602/M3QPJJUTMVES5N4WG437JNLRKU/deck/9c4f2355-c2a7-4d04-9e30-377ef42944de?timeFrame=current_season,Gruul Prowess,69.6%,June 11
standard_bo3,Mr.K,https://mtga.untapped.gg/profile/1b5daf35-0ad3-4af9-abd6-5186bfe61c10/J45R2BFO3JCAZLHNQQGMQGW33M/deck/d0c4062b-074f-48c3-b6f3-bd8b00cc4c16?timeFrame=current_season,Orzhov Other,59.1%,June 11
standard_bo3,oreodude,https://mtga.untapped.gg/profile/27cdd754-04f7-42ac-a6d4-04b245e1f5d1/ABVAWMK24NACBAGLSGHGIO5N3Y/deck/1445a417-8456-4100-8b50-89cefd12871e?timeFrame=current_season,Boros Convoke,70.4%,June 11
standard_bo3,Shieldmaiden,https://mtga.untapped.gg/profile/80adc595-c60d-47fb-8c53-7438bfa8eb41/8B39051896A5DEBF/deck/bbb0a2a1-e99b-4964-b532-9a2901e435d9?timeFrame=current_season,Simic Affinity,100%,June 11
standard_bo3,Tellus,https://mtga.untapped.gg/profile/e247549a-7dde-403d-a591-efb98c1ad6a0/IXJSPL7IFNC7PGR4NR533AH4UY/deck/8968cdad-29de-42f9-ae4a-3a2f4361ed2a?timeFrame=current_season,Boros Other,60.0%,June 11
explorer_bo1,NDRider,https://mtga.untapped.gg/profile/390cdebf-5262-45d4-aa4e-8886701bed7d/514DCCBFA3CEED0/deck/2a22e96b-f8ab-4741-852c-eed5b6b88c87?timeFrame=current_season,Abzan Amalia,70.1%,June 11
explorer_bo3,zuka,https://mtga.untapped.gg/profile/5ca5d81a-3fb6-4b7c-a019-fc7eefa3da31/XBM4OCE7QVBKHEHFFXAG6XP6OI/deck/8bb641e2-8077-4b68-984e-90bb60c0df9c?timeFrame=current_season,Rakdos Vampires,84.6%,June 11
explorer_bo3,Jaffer,https://mtga.untapped.gg/profile/d5911998-6394-4a7a-906c-fa5ce73d8997/YUSWQIAPLBAGVEXNYDR32GEA4I/deck/de47154a-41cf-4ee4-a99f-57043b607853?timeFrame=current_season,Rakdos Vampires,69.6%,June 11
explorer_bo3,DarkestMage,https://mtga.untapped.gg/profile/5fd11d82-fa65-4725-8e88-34262a90ddc0/8F9B8F0B68456CD5/deck/4e7350f0-a4a7-4f98-b5cd-51b4cbfc15db?timeFrame=current_season,Mono-Green Devotion,70.2%,June 11
explorer_bo3,Kyori,https://mtga.untapped.gg/profile/9b10a2ee-5060-4257-b075-96d524510a2d/85ACA0DF576A1C03/deck/285fc983-ef8c-4637-bd40-f86c84e4132e?timeFrame=current_season,Mono-White Humans,68.4%,June 11
explorer_bo3,Merked456,https://mtga.untapped.gg/profile/5418a35d-b40b-4dd7-abe2-ea2eefcadb1d/E4P3Y4CKKBESFKHA74ZJLPYS34/deck/1fdce6f4-37a7-4066-80da-dff1524057d7?timeFrame=current_season,Mono-Black Other,60.0%,June 11
alchemy_bo1,melshi,https://mtga.untapped.gg/profile/6f8f95d2-cde6-444d-b907-e7d7d6282d10/E2EFEE5B8A9D27D7/deck/b68056b5-fb82-454c-ba6e-91b9bd27d910?timeFrame=current_season,Naya Other,56.2%,June 11
standard_bo1,Lammbock,https://mtga.untapped.gg/profile/f173833b-465c-4097-b4a6-70399de535d3/H5EKA5S5OBAAPOHX7LIOEA3LRI/deck/ffdda7e2-92bd-4a9b-bd85-70ff6ccc2d42?timeFrame=current_season,Mono-Blue Tempo,62.7%,June 11
standard_bo3,RedFrogz,https://mtga.untapped.gg/profile/99125717-6395-4411-b07c-9bd7bccccbeb/BYR56VMJ5VAUNBKH57OIH2352E/deck/2c553e45-7d48-443e-a15c-8bd6a2a47936?timeFrame=current_season,Temur Other,61.9%,June 11
standard_bo3,vin0923,https://mtga.untapped.gg/profile/8a6ecb53-cedc-4006-ab96-c2d6384f8717/VP53EZ7FHNFLJIQQTD5NZYJNFM/deck/0db1e3ce-c1f7-420c-9cdc-740bc0832c42?timeFrame=current_season,Azorius Control,57.7%,June 11
standard_bo3,jas06,https://mtga.untapped.gg/profile/7d15d521-3f57-4eec-8200-998e69085d0f/4A62A397D8646E8/deck/50dac56c-fa44-45ce-b93b-38969f0d723a?timeFrame=current_season,Sultai Other,65.3%,June 11
explorer_bo3,rokdo,https://mtga.untapped.gg/profile/a5583c23-a8e7-4aef-abe3-e5d36ebf1c2f/OWEMZYBEANG2TPJG4ZPNE6B3IE/deck/8a48f8b4-1830-4bb4-bdb9-d91f018003fd?timeFrame=current_season,Boros Heroic,68.0%,June 11
explorer_bo3,k2,https://mtga.untapped.gg/profile/fed624a2-5810-4b98-aff7-ed1154e3c6fe/DNBJ6A7NRNE5VLKXBAMCTJOWDA/deck/001c736c-28b7-442b-ac4e-bb840f9712c3?timeFrame=current_season,Rakdos Vampires,75.0%,June 11
historic_bo1,bloss,https://mtga.untapped.gg/profile/d79949ff-9a6f-4c90-8ba6-4d24bcd50b14/OJ4RFXOUFBBZTJH4XTWFVXACBE/deck/84880c38-0afa-44c1-a6c4-9ea04e2d06bf?timeFrame=current_season,Orzhov Other,63.6%,June 11
standard_bo1,LOR Refugee,https://mtga.untapped.gg/profile/e9f68c1c-574f-4edf-af3b-663c0be9cb85/6T32XZHO4VEGPFUHE4JE3N4SXM/deck/7f2e58fe-c4e2-4250-8fb1-91bf0edd35b7?timeFrame=current_season,Rakdos Aggro,65.3%,June 12
standard_bo1,JereSays,https://mtga.untapped.gg/profile/73a7a17d-38a7-4632-b0e3-f328042253b3/B5PWJLRHB5ED5K253OK7BMCCII/deck/88490a49-b08f-485f-ac4f-dcfbea8d0f9e?timeFrame=current_season,Rakdos Other,49.7%,June 12
standard_bo1,lancerboy,https://mtga.untapped.gg/profile/6c9cad08-e639-4317-9594-c6b05d030a38/M4CDCE6PWVE6NNYWUWMBX3PYDU/deck/1acdb59d-7e63-4287-bcd2-8d47f5ce600a?timeFrame=current_season,Boros Convoke,63.0%,June 12
standard_bo1,WriterHead,https://mtga.untapped.gg/profile/5d8ed501-bf00-4ecb-9534-11f56f726e35/HGRCJHPW45FBVPLPR3444DSZ5Q/deck/333afaee-80e3-4c19-9575-d27b5f6ca087?timeFrame=current_season,Mono-White Control,,June 12
standard_bo1,moris,https://mtga.untapped.gg/profile/3652c8c1-56cb-447f-b193-461f2e6ae442/P6MU2MHTQ5AQZDRAHUKD77JBZQ/deck/84fa16eb-d213-4cb8-9e70-297c33ff6a53?timeFrame=current_season,Jeskai Control,75.9%,June 12
standard_bo1,SeaBuddy,https://mtga.untapped.gg/profile/a1764bd2-03be-4d12-ad1e-e7c7fb131564/OBQHRMXGEBEM7DHO3TLSMOUF44/deck/31a87ece-f9c5-4348-a315-0bc3ba287e60?timeFrame=current_season,Selesnya Enchantments,59.6%,June 12
standard_bo1,Guimir,https://mtga.untapped.gg/profile/660b2f12-ae00-4a01-967b-c6577419c400/TVDXVEXGTFGSBI42HJRDJ5KPZU/deck/e268160d-7843-4d9b-ab2b-09043d768795?timeFrame=current_season,Mono-Red Aggro,55.5%,June 12
standard_bo1,Loki,https://mtga.untapped.gg/profile/9ed69676-08aa-4566-b6ad-a32f0f9fea1d/KC2FUEAIFVDYLCHWMCPGBB23KA/deck/cd506595-3322-4f7d-a6dd-ece6167667dd?timeFrame=current_season,Boros Convoke,57.8%,June 12
standard_bo3,Evan,https://mtga.untapped.gg/profile/904eafec-9b14-4ec7-890f-e06bf630f1e1/4AQHZXTQLBHOXCLF7IOJTXMVE4/deck/06c2124e-fea1-4451-82b0-1131fd38b5c1?timeFrame=current_season,Temur Control,49.2%,June 12
standard_bo3,Suffrix,https://mtga.untapped.gg/profile/153d4900-b18b-48cf-af22-7ec876136cb8/F2RYGRFM5RECBNIJLZTR7II3YQ/deck/b489a671-1a68-4b72-986f-fc21d0417392?timeFrame=current_season,4-Color Other,61.8%,June 12
standard_bo3,VauD,https://mtga.untapped.gg/profile/8cdb8d2d-fb03-46a2-90ef-cbc6166e006e/N3FCUWOMZJBQXD7RAHP4CVG26M/deck/380c3721-8f1a-4f72-a48c-5f7c2239d262?timeFrame=current_season,Mono-Red Aggro,71.7%,June 12
explorer_bo3,JasonFleurant,https://mtga.untapped.gg/profile/90c45331-49a5-4ceb-ac6c-4f6468fdac02/B5H26A26JZGOVIUUKFTPPHCHVU/deck/aaa5713a-e342-4477-bc8f-bb6c6b0e8ff1?timeFrame=current_season,Abzan Amalia,83.3%,June 12
explorer_bo3,EMRAKUL,https://mtga.untapped.gg/profile/5b0c56b6-d201-42f2-bb2c-e71d5b4c5609/V2UWJ5X33BFWJN6B5F4STQ3VPA/deck/6dc6e7d1-4091-4693-bd8b-205bd5feaf8b?timeFrame=current_season,Abzan Amalia,66.7%,June 12
alchemy_bo1,tipita,https://mtga.untapped.gg/profile/48b556cb-f350-4dbf-b07c-7989750a154b/4YCUEDRI75CUNDO2UC3UMIUNNU/deck/2564c556-6f63-4bfd-9996-ad26b3d83b8d?timeFrame=current_season,Grixis Midrange,53.6%,June 12
alchemy_bo1,RadRufus,https://mtga.untapped.gg/profile/279a78ff-2ec4-4b4c-a622-c602c1589293/AVI2AFVNDFCD5CUCJPW5UIE2R4/deck/b662101b-ba03-4904-840b-2f9f492b86b0?timeFrame=current_season,Boros Convoke,82.9%,June 12
historic_bo1,SkyBLUEkepl,https://mtga.untapped.gg/profile/0707e66c-e0c9-49b7-9f69-a55752eb8326/2C8C33DACAEAE0C7/deck/b3b01559-36c3-4e0d-bc83-0583d06a5d50?timeFrame=current_season,Esper,,June 12
standard_bo1,okrman,https://mtga.untapped.gg/profile/73ae01dd-dca4-491f-8c58-15f1a40c8578/ZPFZ55MIHJCSFIAHEVCHXGJP5E/deck/0ccd0e6f-9737-4ab8-8c27-d5458f59e70e?timeFrame=current_season,Boros Convoke,58.8%,June 12
standard_bo1,africamonkey,https://mtga.untapped.gg/profile/7a081f39-0b32-4fb8-8d7d-c66ef9f98791/LEHLBQBD6RG3VPAF6HXMVGNN5Y/deck/b6eabf1e-27fa-47ec-86fa-007efb8c41c8?timeFrame=current_season,Golgari Midrange,58.0%,June 12
standard_bo1,Farewell,https://mtga.untapped.gg/profile/fb9459e5-8083-40f5-8a98-7115c6e0acf6/KWUOSQRV4BBGRBML6NH64KEF54/deck/5734d9da-4e7e-4f14-be65-62f6d578f2c1?timeFrame=current_season,Azorius Control,85.7%,June 12
standard_bo1,Sathira,https://mtga.untapped.gg/profile/54bd3818-75f8-4a57-93db-496b7703c1e6/G22IJK4XFVDCZOG3E5JV3UJVSU/deck/d170011b-d728-476f-b5e6-ffd829c927c3?timeFrame=current_season,Mono-Green Other,56.2%,June 12
standard_bo1,LukVallejo,https://mtga.untapped.gg/profile/1d7c7dc6-09b1-4fa4-8baf-67e3e3b41d4e/QXUIGMI3INDO3GFI6PP7A63SNU/deck/608c7e77-c14b-44a8-ae97-0605c23d3635?timeFrame=current_season,Boros Other,51.2%,June 12
standard_bo1,KDUZ3RA,https://mtga.untapped.gg/profile/d21277bf-3026-4511-846d-31785a2ff033/EWTZLAYBTNB6VNBCSFJA75MY7Y/deck/67494b48-5f30-448f-a33c-941873156c8f?timeFrame=current_season,5-Color Other,56.7%,June 12
standard_bo1,stellabravo,https://mtga.untapped.gg/profile/36ff6945-6cd4-48b3-9f8e-0a76c1d4cb8c/IYFTSZLXZJCMNHJE2Z3W3LM6K4/deck/b2a5cf7a-981c-45ed-bb46-76f6d6f96a23?timeFrame=current_season,Boros Convoke,58.6%,June 12
standard_bo1,viniciusmanto,https://mtga.untapped.gg/profile/a3b31139-c59e-4e03-9324-01e637299380/IVYP6O5DQRFI7J4PIKEQ5V7PHY/deck/462d964f-2024-4e98-9d11-9f98aa2fe59a?timeFrame=current_season,Dimir Midrange,83.3%,June 12
standard_bo3,CeloZang,https://mtga.untapped.gg/profile/c6c720cd-80a4-4635-9a88-bcc58c7fd1b9/F26IAUTVRNHA3NRVAFV3FPKIH4/deck/990e31f7-85a9-4a0a-9bc8-5ec4e5469961?timeFrame=current_season,Gruul Other,57.1%,June 12
explorer_bo3,Fatslice,https://mtga.untapped.gg/profile/14376b2b-6886-4b45-b473-1a1bdeb68195/32CE022ED650696B/deck/8d526796-f704-428e-9330-84583f2bd6d5?timeFrame=current_season,Mono-Green Devotion,76.2%,June 12
explorer_bo3,Tobi158,https://mtga.untapped.gg/profile/7bef90b3-6db3-4790-87e4-3954eef447be/97688D619094B512/deck/a8b8e410-1778-40a7-a081-3b0cfc936fae?timeFrame=current_season,Rakdos Vampires,59.3%,June 12
explorer_bo3,Hewhosmites,https://mtga.untapped.gg/profile/7a9c9036-3b4a-457a-b23f-01500088e062/XIUSYXKJTRCVBILKX42P3DHFXE/deck/35ddf73c-4cb1-4520-a577-665331f40789?timeFrame=current_season,Izzet Phoenix,46.2%,June 12
historic_bo1,loxeggcheese,https://mtga.untapped.gg/profile/b4347eb4-c6c3-4166-a16b-23a2e00163c2/EC7G3CBH5ZEH7IHV23BYITDDJI/deck/4e927863-fcdc-4c54-a867-b759005ba656?timeFrame=current_season,Azorius,71.4%,June 12
timeless_bo1,Ilikepasta,https://mtga.untapped.gg/profile/cc6c1bc9-5a34-4439-9ac5-f2cbd94e7574/9A71004C6D791B32/deck/e14e0be5-8dfd-4cb0-9bf8-af16cab0cc48?timeFrame=current_season,Rakdos,66.7%,June 12
timeless_bo1,sejrlo,https://mtga.untapped.gg/profile/248e5647-2cbb-4b71-aa2e-1d1ecd334164/XETPLREWYBAUJAKY5F6V7QS5EA/deck/1faa40ec-ee2d-4e04-8078-a515530d9cfd?timeFrame=current_season,5-Color,77.8%,June 12
timeless_bo3,Arkofcovenant,https://mtga.untapped.gg/profile/ac938157-bd60-48e7-9605-f4e64c29be99/5C5CHEIAHRECJC5BLGJOTCUYFA/deck/2cb21546-77db-47e4-a392-c6c3fe5a7cec?timeFrame=current_season,Orzhov,79.3%,June 12
timeless_bo3,CaptainWasabi,https://mtga.untapped.gg/profile/b0e4f2d8-fd0b-4c46-8765-92bb90613716/6CF4D69806FAB5FC/deck/3d06f8ea-f99a-4b70-a045-5d7aeb9cbe70?timeFrame=current_season,4-Color,,June 12
standard_bo1,Eugenchik,https://mtga.untapped.gg/profile/42d8d61d-c36f-460c-b569-c094d69c99dd/VTGQERTFU5BDJGKURO2HATGMPM/deck/1fc5fff6-4c83-4f9b-ac74-9af6940a687e?timeFrame=current_season,Mono-Red Prowess,45.0%,June 12
standard_bo1,Crytien,https://mtga.untapped.gg/profile/8cd2b407-dc4c-4cc7-8861-8b9b1d9e4581/4707F1962470AA5A/deck/ebcebe6b-597f-4df9-9930-38b44048092f?timeFrame=current_season,Mono-White Humans,68.5%,June 12
standard_bo1,リリー,https://mtga.untapped.gg/profile/4f8cf04f-dd94-4167-bc9a-18d34a874d98/XB24NADVINBQRF3NX6DQMJGTAU/deck/676bf86d-b1b1-4067-ba29-32384a439729?timeFrame=current_season,5-Color Other,54.5%,June 12
standard_bo1,TFS,https://mtga.untapped.gg/profile/c98010b4-3123-457b-8252-e73711c8121b/FRAUQNIOM5HIPDTKROGDIGB6E4/deck/13574d80-99ac-45ec-9a8f-b534943f9825?timeFrame=current_season,Rakdos Other,59.1%,June 12
standard_bo1,ESPL-FEEL,https://mtga.untapped.gg/profile/6ff39a09-bd1b-476b-a392-a34cc55130fc/K22J2F5IC5APFOBRLJRA4YTTFQ/deck/976648d3-79d8-4a3c-b983-6ed0b9a82f6c?timeFrame=current_season,Rakdos Other,50.5%,June 12
standard_bo1,Lilantwon,https://mtga.untapped.gg/profile/5a1dcd59-ecf6-4202-b7f9-f322973377ee/F8ED667CF2644913/deck/34b9141e-d2ae-468b-9363-111f0f96e8bf?timeFrame=current_season,Mono-Black Skeletons,58.2%,June 12
standard_bo1,Terminatoaster,https://mtga.untapped.gg/profile/eb7efce3-7e2f-41ea-8400-6c2acc3eb9d8/J6B2JZFZ7NEXRGAORWWYX52O2Q/deck/912fd42a-eaf6-425c-ba96-16bd323420b8?timeFrame=current_season,Temur Control,61.4%,June 12
standard_bo1,konoha,https://mtga.untapped.gg/profile/621d0030-b68c-4a3e-bda6-54ea23bb0266/TKRVE6RMTFGHJMQMYUMGSQAZSA/deck/5156d828-7f82-4f35-a424-42ed20090f84?timeFrame=current_season,Orzhov Other,61.5%,June 12
standard_bo1,Citra,https://mtga.untapped.gg/profile/98e43f14-f0f4-4423-8307-779460b509d0/CVB2DNEEUNEDBPVRCHK6EL6X7I/deck/32b86031-fa30-4526-a82d-5593a893c3e9?timeFrame=current_season,5-Color Other,59.7%,June 12
standard_bo1,yurei,https://mtga.untapped.gg/profile/e8b548ad-f4c0-433c-bae9-886e750cf3c7/A2CD2VS6X5CFFOJQDRR2QN4MLQ/deck/e82ce075-a231-4a26-9e82-f15c11cea3ee?timeFrame=current_season,Azorius Control,54.8%,June 12
standard_bo1,ponkichi,https://mtga.untapped.gg/profile/25bb0ef8-b3e1-46b7-b231-ef8ead2bcb41/OLO7KPYPEBDCFCFSUSRBV3QEPE/deck/eaabbb67-e835-4052-8637-76c8d7a4f222?timeFrame=current_season,Golgari Midrange,54.6%,June 12
standard_bo1,uberstrike89,https://mtga.untapped.gg/profile/69de3ed1-9aab-4036-8470-833dd66c0c88/RZKDQ5WHEFGC5B3IZYNWW5KDWY/deck/e6e53b47-1e31-4731-a66c-79f8ef980712?timeFrame=current_season,Orzhov Control,57.1%,June 12
standard_bo3,julian_dominguez14,https://mtga.untapped.gg/profile/238fe736-c2a4-4c5c-b046-58dc46802b47/UR35E2H5FBDYLG5RHKDKZBFWLI/deck/c459e711-4d33-458f-a7ea-0230b481c517?timeFrame=current_season,Boros Convoke,62.3%,June 12
standard_bo3,MityaKarma,https://mtga.untapped.gg/profile/c0be72b4-b258-498e-8bb0-09f883d4819c/YG6Y2RNE25EABKO6STKHMK5MLI/deck/e1857070-f7d3-4547-ae88-4a1d223c5466?timeFrame=current_season,Orzhov Other,63.3%,June 12
explorer_bo3,Lich39,https://mtga.untapped.gg/profile/05bb006d-a669-4f3a-9c29-dbf6f3804d18/2923A6E936EA0898/deck/7404e0ec-d41a-4095-a1a9-6159a7ddddc8?timeFrame=current_season,Abzan Amalia,66.3%,June 12
explorer_bo3,shashi,https://mtga.untapped.gg/profile/858bfab2-bf77-4d10-898e-a39a47387789/CANS3PGYHBAH5NSGVXCCFD2R3A/deck/d8b8381d-4e98-4728-b854-75b59b754f14?timeFrame=current_season,Mono-Green Devotion,46.2%,June 12
historic_bo1,Bertson,https://mtga.untapped.gg/profile/0c940d0d-6c23-47fa-b9bd-bf4f03467f74/LCIEUEMBSVDS7HDFC2TQJDN7NQ/deck/576ea0a0-41f0-4e57-93ff-cc5c5abb7785?timeFrame=current_season,Izzet,58.7%,June 12
historic_bo1,Zhakrin,https://mtga.untapped.gg/profile/1efde7cf-e76d-4444-b052-0caf02d56820/VZMSGDNQ4VBPVM2V2QL6NJSZ64/deck/0d2962d1-b2c3-4b0e-a063-cb54533a59a4?timeFrame=current_season,Boros,81.0%,June 12
standard_bo1,Ursus1389,https://mtga.untapped.gg/profile/b18f76d7-285b-46fe-8271-1ae30708fe1c/RA4BKSAX2VF63FLY4FBPKW5Z3E/deck/9072956b-0629-472f-bc26-986bcae26e95?timeFrame=current_season,Mono-Red Prowess,62.1%,June 12
standard_bo1,IronGoldReaper,https://mtga.untapped.gg/profile/0f61960d-a216-4df7-aee7-7d9fae0e6187/WZW7XK4SDBBLRDAZ7PEFBUXLMU/deck/bb08d30a-16fe-4da3-8f5c-7cf296c37dd7?timeFrame=current_season,Temur Control,60.3%,June 12
standard_bo1,rphoffmTheLoneWolf,https://mtga.untapped.gg/profile/14ca9f60-9fdf-4724-ac95-ef3705cc9c6a/MFXHROZDOBCVHFUZECMKZBG3GA/deck/d6cd6b72-3531-4eab-b4a5-03f3bbbafd4d?timeFrame=current_season,Azorius Control,65.7%,June 12
standard_bo3,ex1s7eNz,https://mtga.untapped.gg/profile/4c7666da-aed7-4c8b-a3e1-7bf03e8d840a/XD7M2CO5GJC6TCNUJAPYDV6XM4/deck/0a0b2206-f5ec-4724-9f73-1d1c64fdd6c3?timeFrame=current_season,Gruul Other,75.8%,June 12
explorer_bo3,arthurking92,https://mtga.untapped.gg/profile/92d19b97-8e5c-4463-ba45-8faaac5e6413/FC73V5ORVRGM7NRKBPVIOP3CV4/deck/13ab3be4-3a5d-4b63-88ed-f13aae7afc45?timeFrame=current_season,Rakdos Vampires,87.5%,June 12
explorer_bo3,TaPiOn_,https://mtga.untapped.gg/profile/9f88b8a4-cf23-433d-ac7a-23490ec7f97c/2FC4394E22EBB551/deck/ac9fdaa5-f949-4386-ba84-68f872606f00?timeFrame=current_season,Abzan Amalia,68.6%,June 12
explorer_bo3,gonzalezgouveia,https://mtga.untapped.gg/profile/f39b34ea-3696-443f-a2bb-0a6ec2012531/7IXJBIFZBRF5BO2YDLOTA34QI4/deck/298caae5-6428-4fb1-97b6-d9adadda7a1b?timeFrame=current_season,Boros Other,58.4%,June 12
historic_bo1,Dom_Morte,https://mtga.untapped.gg/profile/7e102809-bb09-4a53-b65e-a4850837f1e1/45EVR6SA3BAP3NEPQMCK6NNNPA/deck/ae29af5a-56fa-4a54-b002-db5b2fe93812?timeFrame=current_season,Izzet,65.7%,June 12
timeless_bo3,187__on_a,https://mtga.untapped.gg/profile/25d30399-79e6-4da4-b7b1-e9afbfdfea04/BOIHVG76YVDPDFXNSU3UZLPKZI/deck/5db10ca3-3b1b-4886-a533-3642fbad8bfa?timeFrame=current_season,Boros,89.5%,June 12
standard_bo1,vampxqueen,https://mtga.untapped.gg/profile/787fda43-046f-4c3d-88be-e4ebd017478f/LPAKMM5UEBC63GKNTJF7NHCD4M/deck/52d2853b-5a7a-4dee-8109-3d77ef2f7690?timeFrame=current_season,Boros Convoke,72.2%,June 13
standard_bo1,closetmonster,https://mtga.untapped.gg/profile/3ce9c0c1-bb06-429b-8483-ef87aff2f8ae/ZVPDQYV4SZEDNJJA73RBIYDTDQ/deck/27614631-fcc8-4a40-99dd-dafbfb4f975c?timeFrame=current_season,Boros Other,66.4%,June 13
standard_bo1,fatyguy,https://mtga.untapped.gg/profile/0a3fcb18-3231-4ae6-a068-803016de4ac8/V5PRU2CIPVAYNDVZ6W3ZJIUBUE/deck/6d8146e5-1324-40db-9374-1ff7d7ac4eb2?timeFrame=current_season,5-Color Domain,51.4%,June 13
standard_bo1,Pigeonbrain,https://mtga.untapped.gg/profile/ae760da1-56f2-4dd0-9201-536926446038/KGHIEMTHOVHR7M2PRJ76NPPQ5M/deck/16d89b59-e706-45bf-98fe-1962648b9dd9?timeFrame=current_season,Azorius Control,63.3%,June 13
standard_bo1,Stonetoothed,https://mtga.untapped.gg/profile/4efe8e4a-7656-49e4-9ab3-f92d2ff6e5aa/COMW3E435BBH3CDUXQSS6LQONE/deck/cd623b59-6133-4a66-9e4b-79e155279b59?timeFrame=current_season,Mono-Red Aggro,68.8%,June 13
standard_bo1,Aki,https://mtga.untapped.gg/profile/3049320f-5365-4e51-94fd-df9ad2ea2bcb/KGTCCQNOHFFBVL54LIETVIPPL4/deck/a3e5bc5b-b5f6-43ca-b871-43a9456cbb04?timeFrame=current_season,Naya Discover,58.2%,June 13
standard_bo1,jackotheattacko,https://mtga.untapped.gg/profile/b66cd674-c68e-4d0d-9fcf-62865d262670/NNKJUUA4QJAPVG6NH3L45HLNMY/deck/687bfec1-92ab-4bfa-9a59-83e75de723b7?timeFrame=current_season,Naya Other,57.1%,June 13
